feature,importance,absolute_importance
major,-0.001388888888888884,0.001388888888888884
look,-0.001388888888888884,0.001388888888888884
longer,-0.001388888888888884,0.001388888888888884
location,-0.001388888888888884,0.001388888888888884
job,-0.001388888888888884,0.001388888888888884
gop,-0.001388888888888884,0.001388888888888884
jan,-0.001388888888888884,0.001388888888888884
issue,-0.001388888888888884,0.001388888888888884
musk,-0.001388888888888884,0.001388888888888884
providing,-0.001388888888888884,0.001388888888888884
household,-0.001388888888888884,0.001388888888888884
hold,-0.001388888888888884,0.001388888888888884
qualifying,-0.001388888888888884,0.001388888888888884
hearing,-0.001388888888888884,0.001388888888888884
health,-0.001388888888888884,0.001388888888888884
idea,-0.001388888888888884,0.001388888888888884
quickly,-0.001388888888888884,0.001388888888888884
range,-0.001388888888888884,0.001388888888888884
half,-0.001388888888888884,0.001388888888888884
reach,-0.001388888888888884,0.001388888888888884
green,-0.001388888888888884,0.001388888888888884
great,-0.001388888888888884,0.001388888888888884
grant,-0.001388888888888884,0.001388888888888884
receive,-0.001388888888888884,0.001388888888888884
hand,-0.001388888888888884,0.001388888888888884
provide,-0.001388888888888884,0.001388888888888884
protect,-0.001388888888888884,0.001388888888888884
proposed,-0.001388888888888884,0.001388888888888884
previously,-0.001388888888888884,0.001388888888888884
interview,-0.001388888888888884,0.001388888888888884
international,-0.001388888888888884,0.001388888888888884
pro,-0.001388888888888884,0.001388888888888884
institute,-0.001388888888888884,0.001388888888888884
instead,-0.001388888888888884,0.001388888888888884
probably,-0.001388888888888884,0.001388888888888884
initiative,-0.001388888888888884,0.001388888888888884
multiple,-0.001388888888888884,0.001388888888888884
problem,-0.001388888888888884,0.001388888888888884
industry,-0.001388888888888884,0.001388888888888884
safety,-0.001388888888888884,0.001388888888888884
independent,-0.001388888888888884,0.001388888888888884
increase,-0.001388888888888884,0.001388888888888884
progress,-0.001388888888888884,0.001388888888888884
monday,-0.001388888888888884,0.001388888888888884
proposal,-0.001388888888888884,0.001388888888888884
moving,-0.001388888888888884,0.001388888888888884
promised,-0.001388888888888884,0.001388888888888884
leadership,-0.001388888888888884,0.001388888888888884
environment,-0.001388888888888884,0.001388888888888884
using,-0.001388888888888884,0.001388888888888884
contact,-0.001388888888888884,0.001388888888888884
constitutional,-0.001388888888888884,0.001388888888888884
constitution,-0.001388888888888884,0.001388888888888884
attempt,-0.001388888888888884,0.001388888888888884
studentaid,-0.001388888888888884,0.001388888888888884
consider,-0.001388888888888884,0.001388888888888884
valuable,-0.001388888888888884,0.001388888888888884
attorney,-0.001388888888888884,0.001388888888888884
conservative,-0.001388888888888884,0.001388888888888884
connection,-0.001388888888888884,0.001388888888888884
congressional,-0.001388888888888884,0.001388888888888884
user,-0.001388888888888884,0.001388888888888884
used,-0.001388888888888884,0.001388888888888884
support,-0.001388888888888884,0.001388888888888884
use,-0.001388888888888884,0.001388888888888884
authority,-0.001388888888888884,0.001388888888888884
sure,-0.001388888888888884,0.001388888888888884
asked,-0.001388888888888884,0.001388888888888884
various,-0.001388888888888884,0.001388888888888884
cut,-0.001388888888888884,0.001388888888888884
currently,-0.001388888888888884,0.001388888888888884
crucial,-0.001388888888888884,0.001388888888888884
spokesperson,-0.001388888888888884,0.001388888888888884
vought,-0.001388888888888884,0.001388888888888884
criminal,-0.001388888888888884,0.001388888888888884
creating,-0.001388888888888884,0.001388888888888884
ask,-0.001388888888888884,0.001388888888888884
created,-0.001388888888888884,0.001388888888888884
trying,-0.001388888888888884,0.001388888888888884
video,-0.001388888888888884,0.001388888888888884
stay,-0.001388888888888884,0.001388888888888884
count,-0.001388888888888884,0.001388888888888884
cost,-0.001388888888888884,0.001388888888888884
steel,-0.001388888888888884,0.001388888888888884
step,-0.001388888888888884,0.001388888888888884
standard,-0.001388888888888884,0.001388888888888884
american,-0.001388888888888884,0.001388888888888884
community,-0.001388888888888884,0.001388888888888884
commitment,-0.001388888888888884,0.001388888888888884
card,-0.001388888888888884,0.001388888888888884
calling,-0.001388888888888884,0.001388888888888884
california,-0.001388888888888884,0.001388888888888884
ca,-0.001388888888888884,0.001388888888888884
blue,-0.001388888888888884,0.001388888888888884
business,-0.001388888888888884,0.001388888888888884
bureau,-0.001388888888888884,0.001388888888888884
bird,-0.001388888888888884,0.001388888888888884
board,-0.001388888888888884,0.001388888888888884
building,-0.001388888888888884,0.001388888888888884
budget,-0.001388888888888884,0.001388888888888884
brought,-0.001388888888888884,0.001388888888888884
book,-0.001388888888888884,0.001388888888888884
trillion,-0.001388888888888884,0.001388888888888884
try,-0.001388888888888884,0.001388888888888884
boost,-0.001388888888888884,0.001388888888888884
tuesday,-0.001388888888888884,0.001388888888888884
swift,-0.001388888888888884,0.001388888888888884
care,-0.001388888888888884,0.001388888888888884
typically,-0.001388888888888884,0.001388888888888884
university,-0.001388888888888884,0.001388888888888884
bankruptcy,-0.001388888888888884,0.001388888888888884
united,-0.001388888888888884,0.001388888888888884
claim,-0.001388888888888884,0.001388888888888884
begin,-0.001388888888888884,0.001388888888888884
temporarily,-0.001388888888888884,0.001388888888888884
texas,-0.001388888888888884,0.001388888888888884
billionaire,-0.001388888888888884,0.001388888888888884
undergraduate,-0.001388888888888884,0.001388888888888884
uncertainty,-0.001388888888888884,0.001388888888888884
center,-0.001388888888888884,0.001388888888888884
thursday,-0.001388888888888884,0.001388888888888884
cause,-0.001388888888888884,0.001388888888888884
ultimately,-0.001388888888888884,0.001388888888888884
case,-0.001388888888888884,0.001388888888888884
biggest,-0.001388888888888884,0.001388888888888884
change,-0.001388888888888884,0.001388888888888884
special,-0.001388888888888884,0.001388888888888884
couple,-0.001388888888888884,0.001388888888888884
data,-0.001388888888888884,0.001388888888888884
worried,-0.001388888888888884,0.001388888888888884
seeking,-0.001388888888888884,0.001388888888888884
worker,-0.001388888888888884,0.001388888888888884
senior,-0.001388888888888884,0.001388888888888884
address,-0.001388888888888884,0.001388888888888884
serve,-0.001388888888888884,0.001388888888888884
economic,-0.001388888888888884,0.001388888888888884
woman,-0.001388888888888884,0.001388888888888884
affect,-0.001388888888888884,0.001388888888888884
affordable,-0.001388888888888884,0.001388888888888884
directly,-0.001388888888888884,0.001388888888888884
agency,-0.001388888888888884,0.001388888888888884
win,-0.001388888888888884,0.001388888888888884
short,-0.001388888888888884,0.001388888888888884
doge,-0.001388888888888884,0.001388888888888884
score,-0.001388888888888884,0.001388888888888884
science,-0.001388888888888884,0.001388888888888884
action,-0.001388888888888884,0.001388888888888884
saturday,-0.001388888888888884,0.001388888888888884
saving,-0.001388888888888884,0.001388888888888884
ended,-0.001388888888888884,0.001388888888888884
employment,-0.001388888888888884,0.001388888888888884
employer,-0.001388888888888884,0.001388888888888884
employee,-0.001388888888888884,0.001388888888888884
saw,-0.001388888888888884,0.001388888888888884
yes,-0.001388888888888884,0.001388888888888884
email,-0.001388888888888884,0.001388888888888884
say,-0.001388888888888884,0.001388888888888884
saying,-0.001388888888888884,0.001388888888888884
scheduled,-0.001388888888888884,0.001388888888888884
elect,-0.001388888888888884,0.001388888888888884
acting,-0.001388888888888884,0.001388888888888884
efficiency,-0.001388888888888884,0.001388888888888884
sign,-0.001388888888888884,0.001388888888888884
signed,-0.001388888888888884,0.001388888888888884
self,-0.001388888888888884,0.001388888888888884
border,-0.001388888888888884,0.001388888888888884
amazon,-0.001388888888888884,0.001388888888888884
deduction,-0.001388888888888884,0.001388888888888884
allowed,-0.001388888888888884,0.001388888888888884
allow,-0.001388888888888884,0.001388888888888884
space,-0.001388888888888884,0.001388888888888884
day,-0.001388888888888884,0.001388888888888884
agreement,-0.001388888888888884,0.001388888888888884
went,-0.001388888888888884,0.001388888888888884
air,-0.001388888888888884,0.001388888888888884
decade,-0.001388888888888884,0.001388888888888884
demand,-0.001388888888888884,0.001388888888888884
solution,-0.001388888888888884,0.001388888888888884
single,-0.001388888888888884,0.001388888888888884
despite,-0.001388888888888884,0.001388888888888884
significantly,-0.001388888888888884,0.001388888888888884
water,-0.001388888888888884,0.001388888888888884
act,-2.2204460492503132e-17,2.2204460492503132e-17
eagle,-2.2204460492503132e-17,2.2204460492503132e-17
just,-2.2204460492503132e-17,2.2204460492503132e-17
forgiveness,-2.2204460492503132e-17,2.2204460492503132e-17
parent,0.0,0.0
palestinian,0.0,0.0
popular,0.0,0.0
noted,0.0,0.0
page,0.0,0.0
washington,0.0,0.0
play,0.0,0.0
wrote,0.0,0.0
voter,0.0,0.0
nse,0.0,0.0
type,0.0,0.0
turn,0.0,0.0
player,0.0,0.0
plus,0.0,0.0
war,0.0,0.0
pm,0.0,0.0
tuition,0.0,0.0
number,0.0,0.0
wanted,0.0,0.0
yield,0.0,0.0
organization,0.0,0.0
obligation,0.0,0.0
offering,0.0,0.0
open,0.0,0.0
officer,0.0,0.0
vance,0.0,0.0
operation,0.0,0.0
west,0.0,0.0
paye,0.0,0.0
paying,0.0,0.0
patient,0.0,0.0
wednesday,0.0,0.0
percent,0.0,0.0
path,0.0,0.0
website,0.0,0.0
update,0.0,0.0
worked,0.0,0.0
wealth,0.0,0.0
paid,0.0,0.0
virginia,0.0,0.0
old,0.0,0.0
period,0.0,0.0
person,0.0,0.0
union,0.0,0.0
workforce,0.0,0.0
versus,0.0,0.0
personal,0.0,0.0
phone,0.0,0.0
photo,0.0,0.0
pick,0.0,0.0
understand,0.0,0.0
oil,0.0,0.0
pas,0.0,0.0
unclear,0.0,0.0
planning,0.0,0.0
performance,0.0,0.0
worth,0.0,0.0
sale,0.0,0.0
position,0.0,0.0
remaining,0.0,0.0
remain,0.0,0.0
size,0.0,0.0
social,0.0,0.0
released,0.0,0.0
release,0.0,0.0
regulatory,0.0,0.0
soon,0.0,0.0
source,0.0,0.0
south,0.0,0.0
region,0.0,0.0
reform,0.0,0.0
reduction,0.0,0.0
reduce,0.0,0.0
red,0.0,0.0
specific,0.0,0.0
recent,0.0,0.0
spend,0.0,0.0
spending,0.0,0.0
spent,0.0,0.0
spot,0.0,0.0
staff,0.0,0.0
started,0.0,0.0
remains,0.0,0.0
ready,0.0,0.0
significant,0.0,0.0
request,0.0,0.0
safe,0.0,0.0
running,0.0,0.0
ruling,0.0,0.0
room,0.0,0.0
role,0.0,0.0
robert,0.0,0.0
road,0.0,0.0
rising,0.0,0.0
rise,0.0,0.0
revenue,0.0,0.0
scheme,0.0,0.0
scholarship,0.0,0.0
retirement,0.0,0.0
second,0.0,0.0
sector,0.0,0.0
security,0.0,0.0
seen,0.0,0.0
reserve,0.0,0.0
research,0.0,0.0
sent,0.0,0.0
requirement,0.0,0.0
service,0.0,0.0
shared,0.0,0.0
reporter,0.0,0.0
portfolio,0.0,0.0
statement,0.0,0.0
raise,0.0,0.0
tetfund,0.0,0.0
professor,0.0,0.0
salary,0.0,0.0
processing,0.0,0.0
process,0.0,0.0
thousand,0.0,0.0
threat,0.0,0.0
title,0.0,0.0
took,0.0,0.0
priority,0.0,0.0
princeton,0.0,0.0
price,0.0,0.0
previous,0.0,0.0
tool,0.0,0.0
pressure,0.0,0.0
trade,0.0,0.0
press,0.0,0.0
transfer,0.0,0.0
transgender,0.0,0.0
treasury,0.0,0.0
treatment,0.0,0.0
pre,0.0,0.0
potential,0.0,0.0
profit,0.0,0.0
ratio,0.0,0.0
temporary,0.0,0.0
taxpayer,0.0,0.0
question,0.0,0.0
quarter,0.0,0.0
stock,0.0,0.0
stop,0.0,0.0
story,0.0,0.0
strategy,0.0,0.0
quality,0.0,0.0
strong,0.0,0.0
pursue,0.0,0.0
purchase,0.0,0.0
study,0.0,0.0
subject,0.0,0.0
success,0.0,0.0
provides,0.0,0.0
provided,0.0,0.0
supreme,0.0,0.0
survey,0.0,0.0
taking,0.0,0.0
talk,0.0,0.0
property,0.0,0.0
target,0.0,0.0
promise,0.0,0.0
tariff,0.0,0.0
tell,0.0,0.0
product,0.0,0.0
yoy,0.0,0.0
non,0.0,0.0
deal,0.0,0.0
death,0.0,0.0
december,0.0,0.0
decision,0.0,0.0
defense,0.0,0.0
degree,0.0,0.0
dei,0.0,0.0
deliver,0.0,0.0
development,0.0,0.0
difficult,0.0,0.0
direct,0.0,0.0
disaster,0.0,0.0
diversity,0.0,0.0
dollar,0.0,0.0
domestic,0.0,0.0
date,0.0,0.0
drive,0.0,0.0
cutting,0.0,0.0
culture,0.0,0.0
considering,0.0,0.0
content,0.0,0.0
continue,0.0,0.0
continues,0.0,0.0
contributed,0.0,0.0
control,0.0,0.0
corporate,0.0,0.0
county,0.0,0.0
course,0.0,0.0
cover,0.0,0.0
cr,0.0,0.0
crime,0.0,0.0
crisis,0.0,0.0
critical,0.0,0.0
crore,0.0,0.0
current,0.0,0.0
considered,0.0,0.0
drug,0.0,0.0
earnings,0.0,0.0
facility,0.0,0.0
fact,0.0,0.0
faculty,0.0,0.0
fafsa,0.0,0.0
farmer,0.0,0.0
fee,0.0,0.0
fight,0.0,0.0
figure,0.0,0.0
file,0.0,0.0
finance,0.0,0.0
firm,0.0,0.0
florida,0.0,0.0
focus,0.0,0.0
focused,0.0,0.0
foreign,0.0,0.0
expected,0.0,0.0
earn,0.0,0.0
existing,0.0,0.0
example,0.0,0.0
ebitda,0.0,0.0
economy,0.0,0.0
educational,0.0,0.0
effect,0.0,0.0
eligibility,0.0,0.0
elon,0.0,0.0
emergency,0.0,0.0
energy,0.0,0.0
engineering,0.0,0.0
enrolled,0.0,0.0
enrollment,0.0,0.0
ensure,0.0,0.0
equity,0.0,0.0
estate,0.0,0.0
event,0.0,0.0
executive,0.0,0.0
confirmed,0.0,0.0
conference,0.0,0.0
condition,0.0,0.0
announced,0.0,0.0
announcement,0.0,0.0
application,0.0,0.0
approach,0.0,0.0
approved,0.0,0.0
area,0.0,0.0
asset,0.0,0.0
assistance,0.0,0.0
associated,0.0,0.0
association,0.0,0.0
average,0.0,0.0
avoid,0.0,0.0
away,0.0,0.0
bad,0.0,0.0
bank,0.0,0.0
angeles,0.0,0.0
basis,0.0,0.0
allowing,0.0,0.0
ai,0.0,0.0
academic,0.0,0.0
acceptance,0.0,0.0
access,0.0,0.0
activity,0.0,0.0
added,0.0,0.0
adding,0.0,0.0
addition,0.0,0.0
additional,0.0,0.0
additionally,0.0,0.0
administrative,0.0,0.0
advantage,0.0,0.0
ago,0.0,0.0
agricultural,0.0,0.0
agriculture,0.0,0.0
ahead,0.0,0.0
aim,0.0,0.0
began,0.0,0.0
benefit,0.0,0.0
best,0.0,0.0
central,0.0,0.0
ceo,0.0,0.0
chance,0.0,0.0
charge,0.0,0.0
china,0.0,0.0
choice,0.0,0.0
citizen,0.0,0.0
civil,0.0,0.0
class,0.0,0.0
come,0.0,0.0
comment,0.0,0.0
common,0.0,0.0
company,0.0,0.0
complete,0.0,0.0
concern,0.0,0.0
cent,0.0,0.0
cbs,0.0,0.0
cash,0.0,0.0
career,0.0,0.0
better,0.0,0.0
billion,0.0,0.0
blagojevich,0.0,0.0
block,0.0,0.0
blocked,0.0,0.0
body,0.0,0.0
brand,0.0,0.0
forward,0.0,0.0
brennan,0.0,0.0
burden,0.0,0.0
buyback,0.0,0.0
came,0.0,0.0
campus,0.0,0.0
canada,0.0,0.0
capital,0.0,0.0
car,0.0,0.0
bring,0.0,0.0
fourth,0.0,0.0
endowment,0.0,0.0
know,0.0,0.0
line,0.0,0.0
india,0.0,0.0
increasing,0.0,0.0
increased,0.0,0.0
inclusion,0.0,0.0
includes,0.0,0.0
included,0.0,0.0
little,0.0,0.0
local,0.0,0.0
include,0.0,0.0
long,0.0,0.0
improve,0.0,0.0
los,0.0,0.0
important,0.0,0.0
impact,0.0,0.0
lose,0.0,0.0
immediately,0.0,0.0
management,0.0,0.0
idr,0.0,0.0
icr,0.0,0.0
margin,0.0,0.0
mark,0.0,0.0
massive,0.0,0.0
hurt,0.0,0.0
matter,0.0,0.0
limited,0.0,0.0
individual,0.0,0.0
inflation,0.0,0.0
information,0.0,0.0
largest,0.0,0.0
land,0.0,0.0
lead,0.0,0.0
lamar,0.0,0.0
lakh,0.0,0.0
labor,0.0,0.0
young,0.0,0.0
known,0.0,0.0
league,0.0,0.0
learning,0.0,0.0
kid,0.0,0.0
kansa,0.0,0.0
maybe,0.0,0.0
john,0.0,0.0
item,0.0,0.0
issued,0.0,0.0
letter,0.0,0.0
israel,0.0,0.0
irs,0.0,0.0
investor,0.0,0.0
investigation,0.0,0.0
insurance,0.0,0.0
light,0.0,0.0
institution,0.0,0.0
innovation,0.0,0.0
infrastructure,0.0,0.0
leave,0.0,0.0
housing,0.0,0.0
margaret,0.0,0.0
hostage,0.0,0.0
minister,0.0,0.0
growing,0.0,0.0
graduation,0.0,0.0
mission,0.0,0.0
medicaid,0.0,0.0
morning,0.0,0.0
mr,0.0,0.0
nation,0.0,0.0
goal,0.0,0.0
national,0.0,0.0
global,0.0,0.0
near,0.0,0.0
growth,0.0,0.0
nearly,0.0,0.0
necessary,0.0,0.0
generation,0.0,0.0
needed,0.0,0.0
